73,110,1
73,114,1
74,82,1
74,84,1
74,102,1
75,76,1
75,86,1
75,92,1
75,107,1
75,112,1
76,95,1
76,96,1
76,113,1
77,78,1
77,82,1
77,98,1
77,108,1
77,111,1
78,108,1
78,111,1
79,80,1
79,94,1
79,101,1
79,109,1
80,82,1
80,85,1
80,86,1
80,91,1
80,93,1
80,94,1
80,105,1
80,110,1
81,82,1
81,83,1
81,84,1
81,98,1
81,107,1
82,93,1
82,94,1
82,100,1
83,84,1
83,88,1
83,110,1
83,114,1
84,98,1
84,107,1
85,99,1
86,87,1
86,91,1
86,92,1
86,97,1
87,95,1
87,96,1
87,104,1
87,113,1
88,89,1
88,107,1
88,110,1
88,114,1
89,99,1
89,103,1
89,105,1
89,109,1
91,92,1
91,93,1
91,112,1
92,106,1
92,112,1
93,104,1
94,101,1
95,113,1
96,112,1
96,113,1
97,98,1
97,112,1
98,102,1
98,107,1
99,100,1
100,102,1
102,103,1
102,107,1
103,105,1
103,109,1
104,114,1
105,109,1
108,111,1
110,114,1
